Collection State Code,Year,Month,Day,Collection Site Code,Commodity Code,Analyzing Lab Code,Source ID,Commod,Pesticide Code,Pesticide Name,Test Class,Concentration,LOD,pp_,Confirm 1,Confirm 2,Annotate,Quantitate,Mean,Extract,Determ,EPA Tolerance (ppm)
MD,17,08,16,0039,GK,OH1,,GK,B61,Pyraclostrobin,F,0.0033,0.002,M,LU,,Q,,O,805,52,16.0
MD,17,08,16,0047,GK,OH1,,GK,B48,Azoxystrobin,F,0.0244,0.002,M,LU,,,,O,805,52,25
MD,17,08,16,0047,GK,OH1,,GK,AKD,Penthiopyrad,A,12.0406,0.002,M,LU,,,,O,805,52,50
MD,17,08,16,0047,GK,OH1,,GK,134,DCPA,A,0.0058,0.001,M,GT,,,,O,805,35,5.0
MD,17,08,16,0047,GK,OH1,,GK,AGW,Chlorantraniliprole,I,0.5757,0.01,M,LU,,,,O,805,52,11
MD,17,08,16,0047,GK,OH1,,GK,AGY,Spinetoram,I,0.4138,0.01,M,LU,,,,O,805,52,10
MD,17,08,16,0047,GK,OH1,,GK,930,Bifenthrin,O,0.3918,0.001,M,GT,,,,O,805,35,3.5
MD,17,09,18,0021,GK,OH1,,GK,B48,Azoxystrobin,F,3.5749,0.002,M,LU,,,,O,805,52,25
MD,17,09,18,0021,GK,OH1,,GK,781,Cyfluthrin,O,0.3764,0.008,M,GT,,,,O,805,35,7.0
MD,17,09,18,0021,GK,OH1,,GK,930,Bifenthrin,O,0.0034,0.001,M,GT,,,,O,805,35,3.5
MD,17,09,18,0021,GK,OH1,,GK,AKD,Penthiopyrad,A,0.0033,0.002,M,LU,,Q,,O,805,52,50
MD,17,09,18,0033,GK,OH1,,GK,597,Cypermethrin,O,2.187,0.012,M,GT,,,,O,805,35,14.0
MD,17,09,18,0042,GK,OH1,,GK,930,Bifenthrin,O,0.0198,0.001,M,GT,,,,O,805,35,3.5
MD,17,09,18,0052,GK,OH1,,GK,AGW,Chlorantraniliprole,I,1.5715,0.01,M,LU,,,,O,805,52,11
MD,17,10,11,0005,GK,OH1,,GK,AGH,Emamectin benzoate,D,0.0422,0.002,M,LU,,,,O,805,52,0.050
MD,17,10,11,0005,GK,OH1,,GK,AGY,Spinetoram,I,0.0383,0.01,M,LU,,,,O,805,52,10
MD,17,10,11,0028,GK,OH1,,GK,B48,Azoxystrobin,F,1.2507,0.002,M,LU,,,,O,805,52,25
MD,17,10,11,0028,GK,OH1,,GK,AGW,Chlorantraniliprole,I,0.9785,0.01,M,LU,,,,O,805,52,11
MD,17,10,11,0033,GK,OH1,,GK,597,Cypermethrin,O,0.6675,0.012,M,GT,,,,O,805,35,14.0
MD,17,10,11,0033,GK,OH1,,GK,B48,Azoxystrobin,F,4.442,0.002,M,LU,,,,O,805,52,25
MD,17,10,11,0042,GK,OH1,,GK,AMB,Cyantraniliprole,I,0.0166,0.01,M,LU,,Q,,O,805,52,30
MD,17,10,11,0042,GK,OH1,,GK,134,DCPA,A,0.0079,0.001,M,GT,,,,O,805,35,5.0
MD,17,10,11,0042,GK,OH1,,GK,B48,Azoxystrobin,F,0.3101,0.002,M,LU,,,,O,805,52,25
MD,17,10,11,0042,GK,OH1,,GK,781,Cyfluthrin,O,0.2724,0.008,M,GT,,,,O,805,35,7.0
MD,17,11,15,0005,GK,OH1,,GK,930,Bifenthrin,O,0.3922,0.001,M,GT,,,,O,805,35,3.5
MD,17,11,15,0005,GK,OH1,,GK,AGW,Chlorantraniliprole,I,0.0665,0.01,M,LU,,,,O,805,52,11
MD,17,11,15,0005,GK,OH1,,GK,AGH,Emamectin benzoate,D,0.0076,0.002,M,LU,,,,O,805,52,0.050
MD,17,11,15,0005,GK,OH1,,GK,AHT,Fluopicolide,A,0.0033,0.002,M,LU,,Q,,O,805,52,18
MD,17,11,15,0005,GK,OH1,,GK,AES,Methoxyfenozide,I,0.0404,0.01,M,LU,,,,O,805,52,30
MD,17,11,15,0005,GK,OH1,,GK,B61,Pyraclostrobin,F,0.036,0.002,M,LU,,,,O,805,52,16.0
MD,17,11,15,0005,GK,OH1,,GK,AKW,Fluxapyroxad,A,0.0194,0.003,M,LU,,,,O,805,52,4.0
MD,17,11,15,0005,GK,OH1,,GK,B48,Azoxystrobin,F,0.5729,0.002,M,LU,,,,O,805,52,25
MD,17,11,15,0005,GK,OH1,,GK,AFX,Novaluron,A,0.4826,0.01,M,LU,,,,O,805,52,25
MD,17,11,15,0033,GK,OH1,,GK,AGW,Chlorantraniliprole,I,0.8277,0.01,M,LU,,,,O,805,52,11
MD,17,11,15,0033,GK,OH1,,GK,781,Cyfluthrin,O,0.1059,0.008,M,GT,,,,O,805,35,7.0
MD,17,11,15,0056,GK,OH1,,GK,AGY,Spinetoram,I,0.1089,0.01,M,LU,,,,O,805,52,10
MD,17,11,15,0056,GK,OH1,,GK,AGW,Chlorantraniliprole,I,2.7758,0.01,M,LU,,,,O,805,52,11
MD,17,11,15,0056,GK,OH1,,GK,134,DCPA,A,0.0017,0.001,M,GT,,Q,,O,805,35,5.0
MD,17,11,15,0056,GK,OH1,,GK,ADG,Indoxacarb,I,0.0106,0.003,M,LU,,,,O,805,52,12
MD,17,11,15,0056,GK,OH1,,GK,930,Bifenthrin,O,2.53,0.001,M,GT,,,,O,805,35,3.5
MD,17,11,15,0056,GK,OH1,,GK,AKD,Penthiopyrad,A,0.2787,0.002,M,LU,,,,O,805,52,50
MD,17,12,13,0001,GK,OH1,,GK,B64,Fenamidone,A,2.9041,0.005,M,LU,,,,O,805,52,60
MD,17,12,13,0001,GK,OH1,,GK,AES,Methoxyfenozide,I,1.7701,0.01,M,LU,,,,O,805,52,30
MD,17,12,13,0001,GK,OH1,,GK,AKG,Fluopyram,A,0.0033,0.002,M,LU,,Q,,O,805,52,50
MD,17,12,13,0001,GK,OH1,,GK,AHM,Spirotetramat,I,0.2205,0.005,M,LU,,,,O,805,52,8.0
MD,17,12,13,0001,GK,OH1,,GK,B61,Pyraclostrobin,F,0.1025,0.002,M,LU,,,,O,805,52,16.0
MD,17,12,13,0021,GK,OH1,,GK,B48,Azoxystrobin,F,0.0423,0.002,M,LU,,,,O,805,52,25
MD,17,12,13,0021,GK,OH1,,GK,AHT,Fluopicolide,A,0.0216,0.002,M,LU,,,,O,805,52,18
MD,17,12,13,0021,GK,OH1,,GK,930,Bifenthrin,O,0.0796,0.001,M,GT,,,,O,805,35,3.5
MD,17,12,13,0033,GK,OH1,,GK,AGX,Mandipropamid,N,0.3214,0.005,M,LU,,,,O,805,52,25
MD,17,12,13,0033,GK,OH1,,GK,607,Metalaxyl/Mefenoxam,F,0.2027,0.004,M,LU,,X,,O,805,52,0.1
MD,17,12,13,0033,GK,OH1,,GK,AKG,Fluopyram,A,0.0657,0.002,M,LU,,,,O,805,52,50
MD,17,12,13,0033,GK,OH1,,GK,AHT,Fluopicolide,A,0.0224,0.002,M,LU,,,,O,805,52,18
MD,17,12,13,0033,GK,OH1,,GK,AKW,Fluxapyroxad,A,0.005,0.003,M,LU,,Q,,O,805,52,4.0
MI,17,01,11,0007,GK,OH1,,GK,AGW,Chlorantraniliprole,I,0.0166,0.01,M,LU,,Q,,O,805,52,11
MI,17,01,11,0007,GK,OH1,,GK,B48,Azoxystrobin,F,1.6097,0.002,M,LU,,,,O,805,52,25
MI,17,01,11,0007,GK,OH1,,GK,B77,Dimethomorph,W,0.2573,0.03,M,LU,,,,O,805,52,30.0
MI,17,01,11,0008,GK,OH1,,GK,B48,Azoxystrobin,F,2.3509,0.002,M,LU,,,,O,805,52,25
MI,17,01,11,0008,GK,OH1,,GK,B77,Dimethomorph,W,0.269,0.03,M,LU,,,,O,805,52,30.0
MI,17,01,11,0010,GK,OH1,,GK,539,Permethrin Total,O,0.4616,0.003,M,GT,,,,O,805,35,5.0
MI,17,01,11,0010,GK,OH1,,GK,930,Bifenthrin,O,0.2532,0.001,M,GT,,,,O,805,35,3.5
MI,17,01,11,0027,GK,OH1,,GK,134,DCPA,A,0.0291,0.001,M,GT,,,,O,805,35,5.0
MI,17,01,11,0038,GK,OH1,,GK,ADG,Indoxacarb,I,1.389,0.003,M,LU,,,,O,805,52,12
MI,17,01,11,0038,GK,OH1,,GK,AGY,Spinetoram,I,0.1764,0.01,M,LU,,,,O,805,52,10
MI,17,01,11,0038,GK,OH1,,GK,151,Trifluralin,A,0.0017,0.001,M,GT,,Q,,O,805,35,0.05
MI,17,01,11,0095,GK,OH1,,GK,ADG,Indoxacarb,I,0.1912,0.003,M,LU,,,,O,805,52,12
MI,17,01,11,0095,GK,OH1,,GK,B61,Pyraclostrobin,F,0.1457,0.002,M,LU,,,,O,805,52,16.0
MI,17,01,11,0095,GK,OH1,,GK,AKW,Fluxapyroxad,A,0.005,0.003,M,LU,,Q,,O,805,52,4.0
MI,17,01,11,0095,GK,OH1,,GK,B48,Azoxystrobin,F,0.0033,0.002,M,LU,,Q,,O,805,52,25
MI,17,01,11,0095,GK,OH1,,GK,AKG,Fluopyram,A,0.0033,0.002,M,LU,,Q,,O,805,52,50
MI,17,01,11,0095,GK,OH1,,GK,B24,Pyriproxyfen,F,0.042,0.001,M,GT,,,,O,805,35,2.0
MI,17,01,11,0095,GK,OH1,,GK,AGW,Chlorantraniliprole,I,0.0385,0.01,M,LU,,,,O,805,52,11
MI,17,01,11,0095,GK,OH1,,GK,AHT,Fluopicolide,A,0.0249,0.002,M,LU,,,,O,805,52,18
MI,17,02,14,0038,GK,OH1,,GK,134,DCPA,A,0.0181,0.001,M,GT,,,,O,805,35,5.0
MI,17,02,14,0038,GK,OH1,,GK,ADG,Indoxacarb,I,0.0167,0.003,M,LU,,,,O,805,52,12
MI,17,02,14,0050,GK,OH1,,GK,AHT,Fluopicolide,A,0.236,0.002,M,LU,,,,O,805,52,18
MI,17,02,14,0050,GK,OH1,,GK,B58,Difenoconazole,L,0.2272,0.001,M,LU,,,,O,805,52,35
MI,17,02,14,0050,GK,OH1,,GK,151,Trifluralin,A,0.0017,0.001,M,GT,,Q,,O,805,35,0.05
MI,17,02,14,0050,GK,OH1,,GK,607,Metalaxyl/Mefenoxam,F,0.0137,0.004,M,LU,,,,O,805,52,0.1
MI,17,02,14,0050,GK,OH1,,GK,AGX,Mandipropamid,N,0.948,0.005,M,LU,,,,O,805,52,25
MI,17,02,14,0084,GK,OH1,,GK,B64,Fenamidone,A,0.0637,0.005,M,LU,,,,O,805,52,60
MI,17,02,14,0084,GK,OH1,,GK,134,DCPA,A,0.0223,0.001,M,GT,,,,O,805,35,5.0
MI,17,02,14,0084,GK,OH1,,GK,151,Trifluralin,A,0.0017,0.001,M,GT,,Q,,O,805,35,0.05
MI,17,02,14,0084,GK,OH1,,GK,930,Bifenthrin,O,0.0213,0.001,M,GT,,,,O,805,35,3.5
MI,17,02,14,0084,GK,OH1,,GK,AGX,Mandipropamid,N,0.0201,0.005,M,LU,,,,O,805,52,25
MI,17,02,14,0084,GK,OH1,,GK,539,Permethrin Total,O,0.005,0.003,M,GT,,Q,,O,805,35,5.0
MI,17,02,14,0084,GK,OH1,,GK,AKC,Ametoctradin,F,15.3068,0.002,M,LU,,,,O,805,52,50
MI,17,02,14,0084,GK,OH1,,GK,B77,Dimethomorph,W,4.1682,0.03,M,LU,,,,O,805,52,30.0
MI,17,02,14,0084,GK,OH1,,GK,ADG,Indoxacarb,I,1.4108,0.003,M,LU,,,,O,805,52,12
MI,17,02,14,0088,GK,OH1,,GK,B48,Azoxystrobin,F,0.0542,0.002,M,LU,,,,O,805,52,25
MI,17,02,14,0102,GK,OH1,,GK,B48,Azoxystrobin,F,0.0871,0.002,M,LU,,,,O,805,52,25
MI,17,02,14,0102,GK,OH1,,GK,AGW,Chlorantraniliprole,I,0.0166,0.01,M,LU,,Q,,O,805,52,11
MI,17,02,14,0106,GK,OH1,,GK,902,Endosulfan sulfate,A,0.0033,0.002,M,GT,,Q,,O,805,35,2.0
MI,17,02,14,0106,GK,OH1,,GK,B48,Azoxystrobin,F,1.0644,0.002,M,LU,,,,O,805,52,25
MI,17,02,14,0106,GK,OH1,,GK,930,Bifenthrin,O,0.0017,0.001,M,GT,,Q,,O,805,35,3.5
MI,17,03,14,0008,GK,OH1,,GK,930,Bifenthrin,O,0.0397,0.001,M,GT,,,,O,805,35,3.5
MI,17,03,14,0008,GK,OH1,,GK,A58,Tebuconazole,L,0.0366,0.005,M,LU,,,,O,805,52,2.5
MI,17,03,14,0008,GK,OH1,,GK,AHT,Fluopicolide,A,0.0033,0.002,M,LU,,Q,,O,805,52,18
MI,17,03,14,0008,GK,OH1,,GK,B61,Pyraclostrobin,F,0.0119,0.002,M,LU,,,,O,805,52,16.0
MI,17,03,14,0008,GK,OH1,,GK,B48,Azoxystrobin,F,0.8561,0.002,M,LU,,,,O,805,52,25
MI,17,03,14,0050,GK,OH1,,GK,AGH,Emamectin benzoate,D,0.0033,0.002,M,LU,,Q,,O,805,52,0.050
MI,17,03,14,0050,GK,OH1,,GK,B48,Azoxystrobin,F,0.3975,0.002,M,LU,,,,O,805,52,25
MI,17,03,14,0095,GK,OH1,,GK,AHT,Fluopicolide,A,0.0224,0.002,M,LU,,,,O,805,52,18
MI,17,03,14,0095,GK,OH1,,GK,B48,Azoxystrobin,F,0.2088,0.002,M,LU,,,,O,805,52,25
MI,17,03,14,0095,GK,OH1,,GK,607,Metalaxyl/Mefenoxam,F,0.0067,0.004,M,LU,,Q,,O,805,52,0.1
MI,17,03,14,0102,GK,OH1,,GK,B48,Azoxystrobin,F,0.6087,0.002,M,LU,,,,O,805,52,25
MI,17,03,14,0102,GK,OH1,,GK,A58,Tebuconazole,L,0.0681,0.005,M,LU,,,,O,805,52,2.5
MI,17,03,14,0102,GK,OH1,,GK,B61,Pyraclostrobin,F,0.0174,0.002,M,LU,,,,O,805,52,16.0
MI,17,03,14,0102,GK,OH1,,GK,AHT,Fluopicolide,A,0.0165,0.002,M,LU,,,,O,805,52,18
MI,17,03,14,0102,GK,OH1,,GK,AKG,Fluopyram,A,0.0033,0.002,M,LU,,Q,,O,805,52,50
MI,17,03,14,0106,GK,OH1,,GK,134,DCPA,A,0.0017,0.001,M,GT,,Q,,O,805,35,5.0
MI,17,04,11,0007,GK,OH1,,GK,B48,Azoxystrobin,F,0.0261,0.002,M,LU,,,,O,805,52,25
MI,17,04,11,0007,GK,OH1,,GK,ADG,Indoxacarb,I,0.1197,0.003,M,LU,,,,O,805,52,12
MI,17,04,11,0038,GK,OH1,,GK,028,Dieldrin,A,0.0033,0.002,M,GT,,Q,,O,805,35,0.05 AL
MI,17,04,11,0038,GK,OH1,,GK,AHM,Spirotetramat,I,0.196,0.005,M,LU,,,,O,805,52,8.0
MI,17,04,11,0056,GK,OH1,,GK,AKD,Penthiopyrad,A,0.0033,0.002,M,LU,,Q,,O,805,52,50
MI,17,04,11,0056,GK,OH1,,GK,B58,Difenoconazole,L,0.0017,0.001,M,LU,,Q,,O,805,52,35
MI,17,04,11,0056,GK,OH1,,GK,539,Permethrin Total,O,0.0129,0.003,M,GT,,,,O,805,35,5.0
MI,17,04,11,0056,GK,OH1,,GK,B61,Pyraclostrobin,F,1.804,0.002,M,LU,,,,O,805,52,16.0
MI,17,04,11,0056,GK,OH1,,GK,781,Cyfluthrin,O,0.3126,0.008,M,GT,,,,O,805,35,7.0
MI,17,04,11,0056,GK,OH1,,GK,AKG,Fluopyram,A,0.3002,0.002,M,LU,,,,O,805,52,50
MI,17,04,11,0056,GK,OH1,,GK,134,DCPA,A,0.1141,0.001,M,GT,,,,O,805,35,5.0
MI,17,04,11,0056,GK,OH1,,GK,597,Cypermethrin,O,0.0802,0.012,M,GT,,,,O,805,35,14.0
MI,17,04,11,0084,GK,OH1,,GK,597,Cypermethrin,O,1.2255,0.012,M,GT,,,,O,805,35,14.0
MI,17,04,11,0084,GK,OH1,,GK,781,Cyfluthrin,O,0.7592,0.008,M,GT,,,,O,805,35,7.0
MI,17,04,11,0084,GK,OH1,,GK,930,Bifenthrin,O,0.0017,0.001,M,GT,,Q,,O,805,35,3.5
MI,17,04,11,0084,GK,OH1,,GK,134,DCPA,A,0.0017,0.001,M,GT,,Q,,O,805,35,5.0
MI,17,04,11,0084,GK,OH1,,GK,AGX,Mandipropamid,N,0.0083,0.005,M,LU,,Q,,O,805,52,25
MI,17,04,11,0084,GK,OH1,,GK,AKC,Ametoctradin,F,0.0033,0.002,M,LU,,Q,,O,805,52,50
MI,17,04,11,0084,GK,OH1,,GK,ALS,Sulfoxaflor,F,0.0333,0.02,M,LU,,Q,,O,805,52,2.0
MI,17,04,11,0084,GK,OH1,,GK,230,Pendimethalin,F,0.0244,0.003,M,GT,,,,O,805,35,0.20
MI,17,04,11,0084,GK,OH1,,GK,AMB,Cyantraniliprole,I,4.6039,0.01,M,LU,,,,O,805,52,30
MI,17,04,11,0087,GK,OH1,,GK,607,Metalaxyl/Mefenoxam,F,0.0165,0.004,M,LU,,,,O,805,52,0.1
MI,17,04,11,0087,GK,OH1,,GK,B48,Azoxystrobin,F,3.4211,0.002,M,LU,,,,O,805,52,25
MI,17,04,11,0087,GK,OH1,,GK,597,Cypermethrin,O,0.3416,0.012,M,GT,,,,O,805,35,14.0
MI,17,04,11,0087,GK,OH1,,GK,ANE,Flupyradifurone,I,0.2758,0.03,M,LU,,,,O,805,52,40
MI,17,04,11,0087,GK,OH1,,GK,AHT,Fluopicolide,A,0.051,0.002,M,LU,,,,O,805,52,18
MI,17,05,09,0050,GK,OH1,,GK,B61,Pyraclostrobin,F,0.0839,0.002,M,LU,,,,O,805,52,16.0
MI,17,05,09,0050,GK,OH1,,GK,B48,Azoxystrobin,F,0.2969,0.002,M,LU,,,,O,805,52,25
MI,17,05,09,0050,GK,OH1,,GK,151,Trifluralin,A,0.0017,0.001,M,GT,,Q,,O,805,35,0.05
MI,17,05,09,0050,GK,OH1,,GK,AHT,Fluopicolide,A,0.0033,0.002,M,LU,,Q,,O,805,52,18
MI,17,05,09,0050,GK,OH1,,GK,AGH,Emamectin benzoate,D,0.0033,0.002,M,LU,,Q,,O,805,52,0.050
MI,17,05,09,0053,GK,OH1,,GK,ANE,Flupyradifurone,I,0.2834,0.03,M,LU,,,,O,805,52,40
MI,17,05,09,0053,GK,OH1,,GK,AGY,Spinetoram,I,0.1102,0.01,M,LU,,,,O,805,52,10
MI,17,05,09,0053,GK,OH1,,GK,AHT,Fluopicolide,A,0.0071,0.002,M,LU,,,,O,805,52,18
MI,17,05,09,0053,GK,OH1,,GK,028,Dieldrin,A,0.0033,0.002,M,GT,,Q,,O,805,35,0.05 AL
MI,17,05,09,0053,GK,OH1,,GK,134,DCPA,A,0.04,0.001,M,GT,,,,O,805,35,5.0
MI,17,05,09,0087,GK,OH1,,GK,B61,Pyraclostrobin,F,0.0136,0.002,M,LU,,,,O,805,52,16.0
MI,17,05,09,0087,GK,OH1,,GK,B48,Azoxystrobin,F,0.4816,0.002,M,LU,,,,O,805,52,25
MI,17,05,09,0102,GK,OH1,,GK,930,Bifenthrin,O,0.004,0.001,M,GT,,,,O,805,35,3.5
MI,17,05,09,0102,GK,OH1,,GK,B48,Azoxystrobin,F,0.9909,0.002,M,LU,,,,O,805,52,25
MI,17,05,09,0102,GK,OH1,,GK,AKG,Fluopyram,A,0.0033,0.002,M,LU,,Q,,O,805,52,50
MI,17,05,09,0102,GK,OH1,,GK,AGW,Chlorantraniliprole,I,0.0166,0.01,M,LU,,Q,,O,805,52,11
MI,17,05,09,0106,GK,OH1,,GK,597,Cypermethrin,O,0.09,0.012,M,GT,,,,O,805,35,14.0
MI,17,05,09,0106,GK,OH1,,GK,AGH,Emamectin benzoate,D,0.0181,0.002,M,LU,,,,O,805,52,0.050
MI,17,05,09,0106,GK,OH1,,GK,151,Trifluralin,A,0.0017,0.001,M,GT,,Q,,O,805,35,0.05
MI,17,05,09,0106,GK,OH1,,GK,B48,Azoxystrobin,F,0.3511,0.002,M,LU,,,,O,805,52,25
MI,17,06,13,0018,GK,OH1,,GK,AHT,Fluopicolide,A,0.1128,0.002,M,LU,,,,O,805,52,18
MI,17,06,13,0018,GK,OH1,,GK,AGW,Chlorantraniliprole,I,0.0166,0.01,M,LU,,Q,,O,805,52,11
MI,17,06,13,0018,GK,OH1,,GK,A61,Triflumizole,L,0.0033,0.002,M,LU,,Q,,O,805,52,40
MI,17,06,13,0018,GK,OH1,,GK,AMB,Cyantraniliprole,I,0.3839,0.01,M,LU,,,,O,805,52,30
MI,17,06,13,0084,GK,OH1,,GK,B48,Azoxystrobin,F,0.0197,0.002,M,LU,,,,O,805,52,25
MI,17,06,13,0084,GK,OH1,,GK,151,Trifluralin,A,0.0017,0.001,M,GT,,Q,,O,805,35,0.05
MI,17,06,13,0084,GK,OH1,,GK,028,Dieldrin,A,0.0068,0.002,M,GT,,,,O,805,35,0.05 AL
MI,17,06,13,0095,GK,OH1,,GK,B61,Pyraclostrobin,F,2.8545,0.002,M,LU,,,,O,805,52,16.0
MI,17,06,13,0095,GK,OH1,,GK,597,Cypermethrin,O,0.3403,0.012,M,GT,,,,O,805,35,14.0
MI,17,06,13,0095,GK,OH1,,GK,930,Bifenthrin,O,0.0017,0.001,M,GT,,Q,,O,805,35,3.5
MI,17,06,13,0095,GK,OH1,,GK,B75,Boscalid,A,0.0344,0.01,M,LU,,,,O,805,52,18.0
MI,17,06,13,0095,GK,OH1,,GK,AGY,Spinetoram,I,0.0166,0.01,M,LU,,Q,,O,805,52,10
MI,17,06,13,0102,GK,OH1,,GK,B61,Pyraclostrobin,F,1.2722,0.002,M,LU,,,,O,805,52,16.0
MI,17,06,13,0102,GK,OH1,,GK,B48,Azoxystrobin,F,0.7167,0.002,M,LU,,,,O,805,52,25
MI,17,06,13,0102,GK,OH1,,GK,230,Pendimethalin,F,0.005,0.003,M,GT,,Q,,O,805,35,0.20
MI,17,06,13,0102,GK,OH1,,GK,930,Bifenthrin,O,0.0034,0.001,M,GT,,,,O,805,35,3.5
MI,17,06,13,0102,GK,OH1,,GK,AKG,Fluopyram,A,0.0033,0.002,M,LU,,Q,,O,805,52,50
MI,17,06,13,0102,GK,OH1,,GK,AHT,Fluopicolide,A,0.0033,0.002,M,LU,,Q,,O,805,52,18
MI,17,06,13,0102,GK,OH1,,GK,597,Cypermethrin,O,0.2118,0.012,M,GT,,,,O,805,35,14.0
MI,17,06,13,0102,GK,OH1,,GK,AGY,Spinetoram,I,0.0166,0.01,M,LU,,Q,,O,805,52,10
MI,17,06,13,0106,GK,OH1,,GK,AHT,Fluopicolide,A,0.0033,0.002,M,LU,,Q,,O,805,52,18
MI,17,06,13,0106,GK,OH1,,GK,AGY,Spinetoram,I,0.0427,0.01,M,LU,,,,O,805,52,10
MI,17,06,13,0106,GK,OH1,,GK,B61,Pyraclostrobin,F,2.8436,0.002,M,LU,,,,O,805,52,16.0
MI,17,06,13,0106,GK,OH1,,GK,597,Cypermethrin,O,0.6669,0.012,M,GT,,,,O,805,35,14.0
MI,17,07,18,0021,GK,OH1,,GK,B75,Boscalid,A,0.0166,0.01,M,LU,,Q,,O,805,52,18.0
MI,17,07,18,0021,GK,OH1,,GK,597,Cypermethrin,O,0.6758,0.012,M,GT,,,,O,805,35,14.0
MI,17,07,18,0021,GK,OH1,,GK,230,Pendimethalin,F,0.005,0.003,M,GT,,Q,,O,805,35,0.20
MI,17,07,18,0021,GK,OH1,,GK,B61,Pyraclostrobin,F,0.1342,0.002,M,LU,,,,O,805,52,16.0
MI,17,07,18,0056,GK,OH1,,GK,AGY,Spinetoram,I,0.0166,0.01,M,LU,,Q,,O,805,52,10
MI,17,07,18,0056,GK,OH1,,GK,597,Cypermethrin,O,0.7134,0.012,M,GT,,,,O,805,35,14.0
MI,17,07,18,0056,GK,OH1,,GK,B61,Pyraclostrobin,F,0.2323,0.002,M,LU,,,,O,805,52,16.0
MI,17,07,18,0056,GK,OH1,,GK,AHT,Fluopicolide,A,0.0342,0.002,M,LU,,,,O,805,52,18
MI,17,07,18,0084,GK,OH1,,GK,134,DCPA,A,0.0017,0.001,M,GT,,Q,,O,805,35,5.0
MI,17,07,18,0084,GK,OH1,,GK,AHT,Fluopicolide,A,0.0033,0.002,M,LU,,Q,,O,805,52,18
MI,17,07,18,0084,GK,OH1,,GK,028,Dieldrin,A,0.0033,0.002,M,GT,,Q,,O,805,35,0.05 AL
MI,17,07,18,0088,GK,OH1,,GK,597,Cypermethrin,O,0.7145,0.012,M,GT,,,,O,805,35,14.0
MI,17,07,18,0088,GK,OH1,,GK,B61,Pyraclostrobin,F,0.2664,0.002,M,LU,,,,O,805,52,16.0
MI,17,07,18,0088,GK,OH1,,GK,B75,Boscalid,A,0.0395,0.01,M,LU,,,,O,805,52,18.0
MI,17,07,18,0095,GK,OH1,,GK,597,Cypermethrin,O,0.5974,0.012,M,GT,,,,O,805,35,14.0
MI,17,07,18,0095,GK,OH1,,GK,B61,Pyraclostrobin,F,0.1241,0.002,M,LU,,,,O,805,52,16.0
MI,17,08,15,0021,GK,OH1,,GK,930,Bifenthrin,O,0.1986,0.001,M,GT,,,,O,805,35,3.5
MI,17,08,15,0021,GK,OH1,,GK,597,Cypermethrin,O,0.02,0.012,M,GT,,Q,,O,805,35,14.0
MI,17,08,15,0021,GK,OH1,,GK,028,Dieldrin,A,0.0077,0.002,M,GT,,,,O,805,35,0.05 AL
MI,17,08,15,0021,GK,OH1,,GK,AGX,Mandipropamid,N,0.2718,0.005,M,LU,,,,O,805,52,25
MI,17,08,15,0021,GK,OH1,,GK,AGA,Cyazofamid,A,0.2659,0.005,M,LU,,,,O,805,52,12.0
MI,17,08,15,0031,GK,OH1,,GK,597,Cypermethrin,O,0.02,0.012,M,GT,,Q,,O,805,35,14.0
MI,17,08,15,0050,GK,OH1,,GK,AKD,Penthiopyrad,A,0.0492,0.002,M,LU,,,,O,805,52,50
MI,17,08,15,0050,GK,OH1,,GK,597,Cypermethrin,O,0.2064,0.012,M,GT,,,,O,805,35,14.0
MI,17,08,15,0050,GK,OH1,,GK,B48,Azoxystrobin,F,0.0084,0.002,M,LU,,,,O,805,52,25
MI,17,08,15,0050,GK,OH1,,GK,539,Permethrin Total,O,0.005,0.003,M,GT,,Q,,O,805,35,5.0
MI,17,08,15,0053,GK,OH1,,GK,AGW,Chlorantraniliprole,I,0.4707,0.01,M,LU,,,,O,805,52,11
MI,17,08,15,0053,GK,OH1,,GK,134,DCPA,A,0.0146,0.001,M,GT,,,,O,805,35,5.0
MI,17,08,15,0056,GK,OH1,,GK,597,Cypermethrin,O,0.0711,0.012,M,GT,,,,O,805,35,14.0
MI,17,08,15,0056,GK,OH1,,GK,B61,Pyraclostrobin,F,0.2808,0.002,M,LU,,,,O,805,52,16.0
MI,17,08,15,0056,GK,OH1,,GK,930,Bifenthrin,O,0.0034,0.001,M,GT,,,,O,805,35,3.5
MI,17,08,15,0088,GK,OH1,,GK,B48,Azoxystrobin,F,0.0568,0.002,M,LU,,,,O,805,52,25
MI,17,08,15,0088,GK,OH1,,GK,B58,Difenoconazole,L,0.0166,0.001,M,LU,,,,O,805,52,35
MI,17,08,15,0088,GK,OH1,,GK,930,Bifenthrin,O,0.0043,0.001,M,GT,,,,O,805,35,3.5
MI,17,08,15,0088,GK,OH1,,GK,B61,Pyraclostrobin,F,0.5033,0.002,M,LU,,,,O,805,52,16.0
MI,17,09,12,0007,GK,OH1,,GK,597,Cypermethrin,O,0.1064,0.012,M,GT,,,,O,805,35,14.0
MI,17,09,12,0027,GK,OH1,,GK,A61,Triflumizole,L,0.1703,0.002,M,LU,,,,O,805,52,40
MI,17,09,12,0027,GK,OH1,,GK,597,Cypermethrin,O,0.1655,0.012,M,GT,,,,O,805,35,14.0
